id,score,f_total_unique_words,f_total_unq_words_stop,f_wc_diff,f_wc_ratio,f_wc_diff_unique,f_wc_ratio_unique,f_wc_diff_unique_stop,f_wc_ratio_unique_stop,f_same_start_word,f_char_diff,f_char_ratio,f_char_diff_unique_stop
10264,4.6,17,11,2,0.9444444444444444,0,1.0,1,0.9090909090909091,1,2,0.9444444444444444,1
10265,1.6,22,14,6,0.8775510204081632,3,0.85,2,0.8333333333333334,1,6,0.8775510204081632,2
10266,3.0,21,14,12,1.2857142857142858,1,1.05,1,1.0769230769230769,1,12,1.2857142857142858,1
10267,4.75,21,15,0,1.0,0,1.0,1,1.0769230769230769,0,0,1.0,1
10268,2.6,19,12,27,2.0,3,1.1875,3,1.3333333333333333,1,27,2.0,3
10269,4.6,21,13,5,0.9056603773584906,0,1.0,0,1.0,1,5,0.9056603773584906,0
10270,5.0,20,14,13,1.4642857142857142,1,1.0555555555555556,1,1.0833333333333333,0,13,1.4642857142857142,1
10271,0.2,12,7,1,0.9411764705882353,1,0.9090909090909091,0,1.0,1,1,0.9411764705882353,0
10272,1.2,23,15,1,1.0169491525423728,0,1.0,0,1.0,1,1,1.0169491525423728,0
10273,3.5,19,12,13,0.6666666666666666,0,1.0,0,1.0,1,13,0.6666666666666666,0
10274,1.8,22,16,13,0.7547169811320755,3,0.8571428571428571,3,0.8,0,13,0.7547169811320755,3
10275,0.25,19,13,10,1.4,2,1.1428571428571428,1,0.9090909090909091,1,10,1.4,1
10276,1.6,18,12,2,0.9259259259259259,1,0.9411764705882353,1,0.9166666666666666,1,2,0.9259259259259259,1
10277,0.5,19,13,1,0.9761904761904762,0,1.0,1,0.9166666666666666,0,1,0.9761904761904762,1
10278,5.0,18,11,5,0.8214285714285714,2,0.8888888888888888,1,0.9090909090909091,1,5,0.8214285714285714,1
10279,0.0,16,10,3,1.1764705882352942,0,1.0,1,1.125,1,3,1.1764705882352942,1
10280,0.6,24,17,6,1.1304347826086956,1,0.95,1,0.9285714285714286,0,6,1.1304347826086956,1
10281,5.0,21,14,2,1.0606060606060606,1,1.0526315789473684,2,1.1666666666666667,1,2,1.0606060606060606,2
10282,2.6,21,15,15,1.4838709677419355,5,1.3125,4,1.3636363636363635,1,15,1.4838709677419355,4
10283,2.4,20,13,18,0.5714285714285714,3,0.8333333333333334,2,0.8181818181818182,1,18,0.5714285714285714,2
10284,5.0,18,11,5,1.1515151515151516,2,0.8888888888888888,2,0.8181818181818182,1,5,1.1515151515151516,2
10285,0.4,19,12,6,1.24,0,1.0,1,0.9090909090909091,1,6,1.24,1
10286,0.8,17,11,6,0.8125,1,0.9375,1,0.9,1,6,0.8125,1
10287,1.0,22,15,37,0.463768115942029,5,0.7619047619047619,4,0.7142857142857143,1,37,0.463768115942029,4
10288,2.25,19,11,16,0.6190476190476191,2,0.8823529411764706,1,0.9,0,16,0.6190476190476191,1
10289,0.118,22,15,12,0.6842105263157895,4,0.7894736842105263,4,0.6923076923076923,1,12,0.6842105263157895,4
10290,0.4,25,17,4,0.9384615384615385,4,0.8260869565217391,4,0.75,0,4,0.9384615384615385,4
10291,2.6,23,16,1,1.025,1,0.9473684210526315,1,0.9230769230769231,0,1,1.025,1
10292,3.4,24,16,15,0.7761194029850746,3,0.8695652173913043,0,1.0,0,15,0.7761194029850746,0
10293,0.0,22,15,5,1.1785714285714286,0,1.0,1,0.9090909090909091,1,5,1.1785714285714286,1
10294,2.8,21,14,3,0.9285714285714286,1,0.95,1,0.9230769230769231,0,3,0.9285714285714286,1
10295,1.6,18,11,1,1.0344827586206897,1,1.0625,2,1.2222222222222223,1,1,1.0344827586206897,2
10296,3.8,22,15,7,0.8409090909090909,3,1.1666666666666667,2,1.1666666666666667,1,7,0.8409090909090909,2
10297,2.6,18,11,6,1.1764705882352942,3,1.2142857142857142,1,1.1111111111111112,0,6,1.1764705882352942,1
10298,2.8,14,8,1,0.9629629629629629,1,0.9230769230769231,2,0.75,1,1,0.9629629629629629,2
10299,3.938,19,12,4,1.1428571428571428,2,1.125,0,1.0,1,4,1.1428571428571428,0
10300,0.0,24,16,3,0.9333333333333333,2,1.105263157894737,2,1.1666666666666667,1,3,0.9333333333333333,2
10301,2.4,24,16,5,0.9390243902439024,1,0.9545454545454546,2,0.8666666666666667,1,5,0.9390243902439024,2
10302,3.941,19,12,7,0.8372093023255814,4,0.7777777777777778,3,0.75,1,7,0.8372093023255814,3
10303,5.0,24,17,1,0.9846153846153847,1,1.0476190476190477,1,1.0714285714285714,0,1,0.9846153846153847,1
10304,2.0,16,11,2,0.9333333333333333,1,1.0714285714285714,1,1.1,1,2,0.9333333333333333,1
10305,4.2,23,16,1,1.0123456790123457,1,0.9565217391304348,0,1.0,1,1,1.0123456790123457,0
10306,1.2,22,14,15,0.625,4,0.8,2,0.8333333333333334,1,15,0.625,2
10307,1.2,19,12,1,1.037037037037037,1,1.0625,1,1.1111111111111112,1,1,1.037037037037037,1
10308,5.0,20,14,2,1.0526315789473684,1,1.0555555555555556,1,1.0833333333333333,0,2,1.0526315789473684,1
10309,3.6,14,9,2,0.9090909090909091,1,0.9166666666666666,0,1.0,1,2,0.9090909090909091,0
10310,3.0,16,9,1,0.96875,0,1.0,1,0.8888888888888888,1,1,0.96875,1
10311,2.8,19,12,12,0.7931034482758621,1,0.9444444444444444,2,0.8333333333333334,1,12,0.7931034482758621,2
10312,1.6,23,15,2,1.0425531914893618,0,1.0,2,0.8666666666666667,1,2,1.0425531914893618,2
10313,1.6,18,11,7,0.8292682926829268,0,1.0,0,1.0,1,7,0.8292682926829268,0
10314,2.0,20,14,17,0.6666666666666666,3,0.85,3,0.7857142857142857,1,17,0.6666666666666666,3
10315,0.8,17,11,4,1.1379310344827587,1,1.0666666666666667,2,1.2222222222222223,1,4,1.1379310344827587,2
10316,4.0,17,11,12,1.3,1,1.0625,1,1.1,1,12,1.3,1
10317,2.0,18,11,5,0.8611111111111112,1,1.0666666666666667,2,1.2222222222222223,1,5,0.8611111111111112,2
10318,0.5,16,10,3,0.8695652173913043,1,1.0769230769230769,0,1.0,0,3,0.8695652173913043,0
10319,2.5,19,12,7,0.8478260869565217,0,1.0,1,1.0909090909090908,1,7,0.8478260869565217,1
10320,5.0,20,13,4,0.8709677419354839,1,0.9473684210526315,1,0.9166666666666666,0,4,0.8709677419354839,1
10321,2.4,20,14,2,0.9459459459459459,1,0.95,0,1.0,1,2,0.9459459459459459,0
10322,2.2,22,14,10,1.2857142857142858,1,1.0526315789473684,1,1.0909090909090908,1,10,1.2857142857142858,1
10323,0.0,14,8,0,1.0,0,1.0,1,1.1666666666666667,1,0,1.0,1
10324,1.0,17,11,1,1.0384615384615385,2,1.1538461538461537,1,1.1111111111111112,1,1,1.0384615384615385,1
10325,2.0,20,13,4,0.9183673469387755,0,1.0,1,0.9230769230769231,1,4,0.9183673469387755,1
10326,0.8,18,12,1,1.03125,2,1.1333333333333333,2,1.2222222222222223,0,1,1.03125,2
10327,3.2,20,12,10,0.75,1,1.0555555555555556,2,1.2,1,10,0.75,2
10328,4.8,15,9,9,0.7,2,0.8666666666666667,1,0.8888888888888888,1,9,0.7,1
10329,1.2,18,11,5,0.8387096774193549,3,0.8235294117647058,1,0.9,1,5,0.8387096774193549,1
10330,3.0,20,13,7,1.1944444444444444,0,1.0,1,1.0909090909090908,1,7,1.1944444444444444,1
10331,0.5,17,10,6,1.2857142857142858,1,1.0714285714285714,1,1.1428571428571428,1,6,1.2857142857142858,1
10332,4.8,19,13,1,1.0238095238095237,0,1.0,0,1.0,0,1,1.0238095238095237,0
10333,2.5,22,16,36,0.5,3,0.8636363636363636,3,0.8125,1,36,0.5,3
10334,4.6,24,16,26,0.6867469879518072,1,0.9565217391304348,1,0.9333333333333333,1,26,0.6867469879518072,1
10335,3.8,20,13,3,0.896551724137931,3,0.8421052631578947,1,0.9166666666666666,1,3,0.896551724137931,1
10336,0.0,19,13,12,1.5217391304347827,5,1.3846153846153846,4,1.5,1,12,1.5217391304347827,4
10337,0.0,20,13,6,0.7931034482758621,2,0.875,1,0.9,0,6,0.7931034482758621,1
10338,3.2,17,11,12,0.6571428571428571,1,0.9375,1,0.9090909090909091,1,12,0.6571428571428571,1
10339,0.0,20,13,11,0.717948717948718,2,0.8888888888888888,1,0.9090909090909091,1,11,0.717948717948718,1
10340,0.2,21,14,12,1.2857142857142858,2,1.1111111111111112,2,1.1818181818181819,0,12,1.2857142857142858,2
10341,1.8,18,11,3,0.9090909090909091,0,1.0,0,1.0,1,3,0.9090909090909091,0
10342,1.5,15,9,4,0.8,2,0.8461538461538461,2,0.75,0,4,0.8,2
10343,2.2,18,11,3,0.8928571428571429,3,1.2307692307692308,1,1.125,0,3,0.8928571428571429,1
10344,2.0,16,10,4,1.173913043478261,0,1.0,1,0.8888888888888888,1,4,1.173913043478261,1
10345,0.636,13,8,0,1.0,1,0.9166666666666666,2,0.75,1,0,1.0,2
10346,1.643,19,13,3,0.9,0,1.0,0,1.0,0,3,0.9,0
10347,4.8,18,12,8,0.7714285714285715,0,1.0,0,1.0,0,8,0.7714285714285715,0
10348,0.0,17,12,15,0.5588235294117647,5,0.7058823529411765,3,0.75,1,15,0.5588235294117647,3
10349,4.2,19,14,11,0.65625,6,0.6666666666666666,4,0.6923076923076923,0,11,0.65625,4
10350,1.6,19,12,1,1.0263157894736843,2,1.1176470588235294,1,1.0909090909090908,1,1,1.0263157894736843,1
10351,0.0,21,14,22,1.7096774193548387,1,0.9444444444444444,0,1.0,1,22,1.7096774193548387,0
10352,3.4,21,13,1,1.0158730158730158,2,0.9,1,0.9166666666666666,1,1,1.0158730158730158,1
10353,4.214,19,14,3,1.0833333333333333,1,1.0625,0,1.0,0,3,1.0833333333333333,0
10354,2.6,22,16,4,0.8947368421052632,1,0.9444444444444444,1,0.9230769230769231,0,4,0.8947368421052632,1
10355,5.0,19,13,2,1.0454545454545454,1,1.0555555555555556,1,1.0833333333333333,1,2,1.0454545454545454,1
10356,0.0,21,13,12,0.6666666666666666,8,0.6,6,0.5,1,12,0.6666666666666666,6
10357,2.6,16,11,2,1.1111111111111112,0,1.0,1,1.1111111111111112,0,2,1.1111111111111112,1
10358,0.0,19,12,4,1.1428571428571428,4,1.3076923076923077,3,1.375,1,4,1.1428571428571428,3
10359,1.4,20,12,5,1.1851851851851851,3,1.1875,2,1.2222222222222223,1,5,1.1851851851851851,2
10360,5.0,17,10,1,1.0434782608695652,2,0.875,1,0.8888888888888888,1,1,1.0434782608695652,1
10361,3.333,21,14,2,1.064516129032258,0,1.0,2,0.8333333333333334,0,2,1.064516129032258,2
10362,1.4,19,13,7,1.2916666666666667,4,1.2857142857142858,4,1.5,0,7,1.2916666666666667,4
10363,1.6,16,10,2,0.9230769230769231,0,1.0,1,1.125,1,2,0.9230769230769231,1
10364,0.4,21,14,1,1.0344827586206897,2,1.125,0,1.0,1,1,1.0344827586206897,0
10365,2.2,23,15,13,0.8266666666666667,1,1.0476190476190477,0,1.0,1,13,0.8266666666666667,0
10366,0.0,21,14,18,0.5909090909090909,6,0.7,3,0.7692307692307693,0,18,0.5909090909090909,3
10367,3.2,20,13,4,1.0930232558139534,2,1.125,2,1.2222222222222223,0,4,1.0930232558139534,2
10368,1.2,22,15,6,1.1,0,1.0,2,0.8571428571428571,1,6,1.1,2
10369,1.778,16,9,1,1.04,2,1.1538461538461537,2,1.2857142857142858,1,1,1.04,2
10370,0.0,19,13,3,0.9,2,1.1428571428571428,1,1.1,1,3,0.9,1
10371,4.4,21,14,9,0.7906976744186046,4,0.8,3,0.7692307692307693,1,9,0.7906976744186046,3
10372,0.0,21,13,19,0.6415094339622641,2,0.9,2,0.8461538461538461,1,19,0.6415094339622641,2
10373,4.4,18,12,4,0.8709677419354839,0,1.0,1,1.0909090909090908,1,4,0.8709677419354839,1
10374,4.8,23,16,5,1.087719298245614,3,1.1578947368421053,3,1.2307692307692308,0,5,1.087719298245614,3
10375,0.0,15,10,2,1.0689655172413792,0,1.0,1,0.9,1,2,1.0689655172413792,1
10376,0.4,16,10,5,1.2380952380952381,0,1.0,0,1.0,1,5,1.2380952380952381,0
10377,1.6,17,10,18,1.9473684210526316,4,1.3333333333333333,3,1.4285714285714286,1,18,1.9473684210526316,3
10378,0.4,21,13,5,0.8484848484848485,3,1.1875,0,1.0,1,5,0.8484848484848485,0
10379,1.0,24,17,9,1.2307692307692308,5,1.3125,3,1.2727272727272727,0,9,1.2307692307692308,3
10380,2.6,21,14,1,1.0333333333333334,1,1.0625,3,1.3333333333333333,0,1,1.0333333333333334,3
10381,4.6,21,15,11,1.25,1,1.0526315789473684,1,1.0769230769230769,1,11,1.25,1
10382,1.2,19,12,5,0.875,2,0.8947368421052632,2,0.8333333333333334,1,5,0.875,2
10383,2.25,20,14,2,1.0526315789473684,1,1.0588235294117647,1,1.0833333333333333,1,2,1.0526315789473684,1
10384,0.0,22,15,7,0.8771929824561403,1,1.05,0,1.0,1,7,0.8771929824561403,0
10385,3.4,20,12,0,1.0,0,1.0,1,0.9166666666666666,1,0,1.0,1
10386,3.4,17,12,2,1.08,2,1.1428571428571428,1,1.1,0,2,1.08,1
10387,3.6,23,16,8,1.3076923076923077,1,1.05,0,1.0,0,8,1.3076923076923077,0
10388,2.2,26,18,25,0.6575342465753424,1,0.9523809523809523,3,0.8,1,25,0.6575342465753424,3
10389,2.8,19,12,1,0.9666666666666667,2,0.8947368421052632,2,0.8333333333333334,1,1,0.9666666666666667,2
10390,1.6,22,15,15,1.5357142857142858,2,0.8947368421052632,3,0.7692307692307693,1,15,1.5357142857142858,3
10391,0.4,20,13,6,1.25,0,1.0,0,1.0,1,6,1.25,0
10392,1.8,23,16,17,0.7875,0,1.0,0,1.0,1,17,0.7875,0
10393,4.8,16,9,3,0.9,0,1.0,1,1.125,1,3,0.9,1
10394,2.4,25,17,34,1.7555555555555555,4,1.2,4,1.3333333333333333,1,34,1.7555555555555555,4
10395,2.0,22,14,40,0.42857142857142855,4,0.8095238095238095,1,0.9230769230769231,1,40,0.42857142857142855,1
10396,3.4,19,14,10,1.3448275862068966,3,1.2,2,1.1818181818181819,0,10,1.3448275862068966,2
10397,0.6,19,13,2,1.054054054054054,0,1.0,0,1.0,1,2,1.054054054054054,0
10398,2.8,18,13,0,1.0,4,1.3076923076923077,4,1.5,0,0,1.0,4
10399,0.0,19,11,8,1.3333333333333333,0,1.0,1,0.8888888888888888,1,8,1.3333333333333333,1
10400,1.2,24,17,15,0.6875,4,0.8181818181818182,5,0.6875,0,15,0.6875,5
10401,0.2,23,16,55,2.375,2,1.1,2,1.1538461538461537,1,55,2.375,2
10402,3.8,22,14,7,0.8771929824561403,2,1.105263157894737,2,1.1666666666666667,1,7,0.8771929824561403,2
10403,0.6,26,18,6,1.0869565217391304,1,1.0454545454545454,0,1.0,1,6,1.0869565217391304,0
10404,4.6,21,15,5,1.0943396226415094,0,1.0,1,0.9285714285714286,0,5,1.0943396226415094,1
10405,3.2,16,10,1,0.9629629629629629,1,1.0714285714285714,1,1.125,1,1,0.9629629629629629,1
10406,3.6,22,14,0,1.0,2,1.1,1,1.0769230769230769,1,0,1.0,1
10407,1.2,19,11,3,1.1111111111111112,1,0.9375,1,0.8888888888888888,1,3,1.1111111111111112,1
10408,4.0,17,10,18,2.0588235294117645,4,1.3636363636363635,2,1.3333333333333333,0,18,2.0588235294117645,2
10409,2.2,21,14,10,0.8076923076923077,4,0.7894736842105263,4,0.6666666666666666,0,10,0.8076923076923077,4
10410,2.6,17,12,13,0.6578947368421053,1,0.9375,1,0.9090909090909091,1,13,0.6578947368421053,1
10411,1.2,23,15,15,1.2380952380952381,2,0.9090909090909091,1,0.9285714285714286,1,15,1.2380952380952381,1
10412,0.5,16,10,1,1.0357142857142858,1,1.0714285714285714,1,1.1111111111111112,1,1,1.0357142857142858,1
10413,3.0,13,8,3,1.1875,0,1.0,1,1.1428571428571428,1,3,1.1875,1
10414,4.0,21,14,1,0.975609756097561,0,1.0,1,1.0909090909090908,0,1,0.975609756097561,1
10415,5.0,15,9,1,1.0384615384615385,0,1.0,0,1.0,0,1,1.0384615384615385,0
10416,1.8,19,13,1,1.0384615384615385,1,0.9375,1,0.9090909090909091,0,1,1.0384615384615385,1
10417,4.8,23,16,8,0.8545454545454545,4,0.8181818181818182,3,0.8,0,8,0.8545454545454545,3
10418,0.4,19,13,6,1.2222222222222223,3,1.2,2,1.2,1,6,1.2222222222222223,2
10419,0.25,18,12,2,1.08,2,0.875,3,0.7272727272727273,1,2,1.08,3
10420,1.8,20,14,1,0.96875,3,0.85,1,0.9285714285714286,1,1,0.96875,1
10421,0.6,21,14,20,1.4166666666666667,3,1.1764705882352942,2,1.1818181818181819,1,20,1.4166666666666667,2
10422,5.0,20,13,0,1.0,1,1.0588235294117647,0,1.0,0,0,1.0,0
10423,0.0,24,17,13,1.288888888888889,2,0.9090909090909091,2,0.8666666666666667,1,13,1.288888888888889,2
10424,5.0,17,11,4,1.2,1,0.9375,1,0.9,1,4,1.2,1
10425,3.333,20,12,5,0.8387096774193549,1,0.9473684210526315,0,1.0,1,5,0.8387096774193549,0
10426,0.75,18,11,11,1.5,4,1.3076923076923077,2,1.25,1,11,1.5,2
10427,1.0,16,10,3,1.1578947368421053,2,1.1538461538461537,3,1.4285714285714286,1,3,1.1578947368421053,3
10428,0.5,19,12,8,0.7419354838709677,1,0.9333333333333333,2,0.8,1,8,0.7419354838709677,2
10429,0.0,23,16,13,1.302325581395349,1,1.0555555555555556,1,1.0909090909090908,1,13,1.302325581395349,1
10430,2.75,19,12,5,0.8571428571428571,1,0.9375,1,0.8888888888888888,0,5,0.8571428571428571,1
10431,3.0,19,13,25,2.3157894736842106,4,1.2857142857142858,3,1.3333333333333333,1,25,2.3157894736842106,3
10432,2.4,23,15,22,0.7142857142857143,0,1.0,1,0.9333333333333333,1,22,0.7142857142857143,1
10433,0.8,25,17,6,0.8928571428571429,1,1.0526315789473684,2,1.1666666666666667,0,6,0.8928571428571429,2
10434,0.0,21,14,0,1.0,1,0.9444444444444444,1,0.9166666666666666,1,0,1.0,1
10435,0.4,25,18,7,1.1320754716981132,0,1.0,0,1.0,1,7,1.1320754716981132,0
10436,3.8,18,12,3,0.9285714285714286,0,1.0,0,1.0,1,3,0.9285714285714286,0
10437,4.8,21,14,6,0.8909090909090909,2,0.9047619047619048,2,0.8571428571428571,0,6,0.8909090909090909,2
10438,3.25,19,13,18,0.5609756097560976,2,0.8888888888888888,3,0.7692307692307693,1,18,0.5609756097560976,3
10439,0.25,20,13,2,0.9285714285714286,3,0.8333333333333334,3,0.75,1,2,0.9285714285714286,3
10440,1.0,17,12,1,1.0344827586206897,1,1.0666666666666667,1,1.1,1,1,1.0344827586206897,1
10441,0.4,18,12,0,1.0,0,1.0,1,0.9,1,0,1.0,1
10442,0.6,22,15,11,1.1964285714285714,1,1.0526315789473684,1,1.0833333333333333,1,11,1.1964285714285714,1
10443,3.8,20,12,11,1.3055555555555556,3,1.1875,3,1.375,1,11,1.3055555555555556,3
10444,4.8,20,14,3,0.9,0,1.0,1,0.9166666666666666,0,3,0.9,1
10445,1.0,12,7,1,0.9411764705882353,1,0.9090909090909091,2,0.7142857142857143,1,1,0.9411764705882353,2
10446,3.8,15,10,3,0.8888888888888888,0,1.0,0,1.0,1,3,0.8888888888888888,0
10447,1.25,21,13,5,1.1724137931034482,2,0.8888888888888888,2,0.8181818181818182,0,5,1.1724137931034482,2
10448,1.286,19,12,3,1.1153846153846154,0,1.0,2,0.8181818181818182,1,3,1.1153846153846154,2
10449,0.6,14,8,0,1.0,0,1.0,0,1.0,1,0,1.0,0
10450,5.0,20,13,4,0.9148936170212766,2,0.8947368421052632,2,0.8333333333333334,0,4,0.9148936170212766,2
10451,0.0,19,13,15,1.8823529411764706,7,1.6363636363636365,7,2.1666666666666665,1,15,1.8823529411764706,7
10452,3.4,20,14,1,0.975,1,0.9473684210526315,1,0.9230769230769231,0,1,0.975,1
10453,4.4,18,12,6,1.2222222222222223,3,1.2,3,1.3333333333333333,1,6,1.2222222222222223,3
10454,4.6,22,15,2,1.0476190476190477,2,1.1111111111111112,2,1.1818181818181819,1,2,1.0476190476190477,2
10455,0.8,18,12,1,1.0344827586206897,1,0.9411764705882353,1,0.9090909090909091,1,1,1.0344827586206897,1
10456,2.6,17,11,8,1.3076923076923077,2,1.1428571428571428,2,1.25,0,8,1.3076923076923077,2
10457,3.538,18,11,20,0.6296296296296297,1,0.9411764705882353,0,1.0,1,20,0.6296296296296297,0
10458,2.0,22,15,1,0.9821428571428571,1,1.0526315789473684,1,1.0833333333333333,1,1,0.9821428571428571,1
10459,4.0,25,17,2,0.9692307692307692,1,0.9583333333333334,1,0.9375,1,2,0.9692307692307692,1
10460,4.0,21,13,4,0.8974358974358975,3,0.8421052631578947,2,0.8333333333333334,1,4,0.8974358974358975,2
10461,1.0,19,12,14,1.6363636363636365,3,1.2,1,1.1,1,14,1.6363636363636365,1
10462,2.4,17,10,1,0.96,1,1.0714285714285714,0,1.0,1,1,0.96,0
10463,0.0,18,11,8,0.7142857142857143,0,1.0,0,1.0,1,8,0.7142857142857143,0
10464,4.2,21,13,20,1.606060606060606,1,1.05,0,1.0,1,20,1.606060606060606,0
10465,0.0,21,14,10,1.1886792452830188,0,1.0,0,1.0,1,10,1.1886792452830188,0
10466,4.4,23,16,1,1.0192307692307692,0,1.0,0,1.0,0,1,1.0192307692307692,0
10467,1.2,21,14,14,0.6410256410256411,4,0.7894736842105263,2,0.8333333333333334,1,14,0.6410256410256411,2
10468,3.6,19,12,16,0.6190476190476191,2,0.8823529411764706,1,0.9,1,16,0.6190476190476191,1
10469,0.0,19,12,8,1.3333333333333333,4,1.3333333333333333,2,1.25,0,8,1.3333333333333333,2
10470,2.8,23,16,23,1.6216216216216217,4,1.2352941176470589,3,1.2727272727272727,1,23,1.6216216216216217,3
10471,4.2,18,12,3,1.0909090909090908,1,1.0625,1,1.1,1,3,1.0909090909090908,1
10472,2.2,22,16,28,0.5555555555555556,1,1.0555555555555556,1,1.0833333333333333,0,28,0.5555555555555556,1
10473,2.75,22,15,23,0.6567164179104478,6,0.7142857142857143,5,0.6428571428571429,0,23,0.6567164179104478,5
10474,0.0,22,14,4,0.9024390243902439,3,0.8421052631578947,5,0.6153846153846154,0,4,0.9024390243902439,5
10475,1.75,16,10,4,1.1818181818181819,1,1.0833333333333333,2,1.2857142857142858,1,4,1.1818181818181819,2
10476,0.2,18,10,8,1.3478260869565217,1,0.9375,2,0.8,1,8,1.3478260869565217,2
10477,0.0,24,16,3,0.94,1,1.0476190476190477,2,1.1538461538461537,1,3,0.94,2
10478,0.6,18,11,1,0.967741935483871,2,1.1428571428571428,0,1.0,1,1,0.967741935483871,0
10479,3.25,19,12,13,1.4193548387096775,1,1.0625,1,1.1111111111111112,0,13,1.4193548387096775,1
10480,3.0,15,9,5,1.2380952380952381,3,1.2727272727272727,2,1.2857142857142858,1,5,1.2380952380952381,2
10481,3.8,19,13,17,0.6792452830188679,1,0.9473684210526315,1,0.9230769230769231,1,17,0.6792452830188679,1
10482,3.6,17,11,5,0.84375,0,1.0,0,1.0,1,5,0.84375,0
10483,2.4,23,16,13,0.8115942028985508,1,1.05,1,1.0769230769230769,0,13,0.8115942028985508,1
10484,5.0,18,12,6,0.8235294117647058,2,0.8888888888888888,1,0.9166666666666666,1,6,0.8235294117647058,1
10485,1.4,24,16,17,0.7733333333333333,5,0.7727272727272727,5,0.6666666666666666,1,17,0.7733333333333333,5
10486,2.4,19,12,2,0.9473684210526315,2,0.8947368421052632,2,0.8333333333333334,1,2,0.9473684210526315,2
10487,3.8,19,13,5,0.868421052631579,1,1.0625,1,1.1,1,5,0.868421052631579,1
10488,3.667,18,11,4,0.8666666666666667,1,1.0588235294117647,0,1.0,1,4,0.8666666666666667,0
10489,1.6,17,10,0,1.0,3,0.8125,3,0.7,1,0,1.0,3
10490,0.25,18,11,14,0.6888888888888889,2,0.8823529411764706,3,0.7272727272727273,1,14,0.6888888888888889,3
10491,3.8,17,10,7,0.7741935483870968,0,1.0,1,0.8888888888888888,0,7,0.7741935483870968,1
10492,4.2,15,9,0,1.0,1,1.0769230769230769,0,1.0,1,0,1.0,0
10493,4.2,21,14,14,1.3181818181818181,1,1.05,1,1.0769230769230769,1,14,1.3181818181818181,1
10494,3.4,23,16,14,1.2857142857142858,2,1.105263157894737,2,1.1666666666666667,0,14,1.2857142857142858,2
10495,0.0,23,16,5,1.1388888888888888,0,1.0,1,0.9285714285714286,1,5,1.1388888888888888,1
10496,3.75,18,10,5,0.8529411764705882,1,0.9444444444444444,0,1.0,1,5,0.8529411764705882,0
10497,0.4,16,10,3,1.1578947368421053,2,1.1666666666666667,2,1.2857142857142858,0,3,1.1578947368421053,2
10498,3.4,17,11,16,1.7272727272727273,3,1.2142857142857142,2,1.2222222222222223,1,16,1.7272727272727273,2
10499,0.5,11,6,0,1.0,2,1.2222222222222223,1,1.2,1,0,1.0,1
10500,3.6,23,16,13,1.1566265060240963,0,1.0,1,1.0666666666666667,1,13,1.1566265060240963,1
10501,1.4,17,11,4,0.8787878787878788,0,1.0,0,1.0,1,4,0.8787878787878788,0
10502,3.4,18,11,10,1.434782608695652,4,1.2857142857142858,4,1.5714285714285714,1,10,1.434782608695652,4
10503,0.4,18,11,10,0.7142857142857143,2,1.1428571428571428,2,1.25,1,10,0.7142857142857143,2
10504,2.75,21,13,22,1.564102564102564,0,1.0,0,1.0,0,22,1.564102564102564,0
10505,0.4,19,13,0,1.0,0,1.0,1,1.1111111111111112,1,0,1.0,1
10506,2.0,18,11,0,1.0,0,1.0,1,0.9,1,0,1.0,1
10507,2.4,14,9,3,1.1304347826086956,1,0.9230769230769231,2,0.7777777777777778,1,3,1.1304347826086956,2
10508,4.2,24,16,14,1.2916666666666667,6,1.3529411764705883,4,1.3636363636363635,0,14,1.2916666666666667,4
10509,4.6,16,11,1,1.037037037037037,0,1.0,2,0.8,0,1,1.037037037037037,2
10510,3.4,21,14,16,0.6,4,0.7894736842105263,4,0.6923076923076923,0,16,0.6,4
10511,2.0,16,8,2,1.105263157894737,2,1.1538461538461537,1,1.1428571428571428,1,2,1.105263157894737,1
10512,0.0,20,13,14,0.7021276595744681,1,0.9473684210526315,2,0.8461538461538461,1,14,0.7021276595744681,2
10513,4.6,17,11,9,0.7272727272727273,1,0.9411764705882353,1,0.9090909090909091,1,9,0.7272727272727273,1
10514,5.0,18,12,3,1.12,0,1.0,0,1.0,1,3,1.12,0
10515,2.5,22,15,6,0.8,1,0.9375,3,0.75,0,6,0.8,3
10516,1.5,26,18,36,0.5,6,0.75,5,0.6875,0,36,0.5,5
10517,1.0,23,16,10,0.8387096774193549,3,0.8695652173913043,1,0.9375,1,10,0.8387096774193549,1
10518,2.4,18,13,3,1.1363636363636365,2,1.1333333333333333,2,1.2,0,3,1.1363636363636365,2
10519,0.2,24,16,55,2.41025641025641,1,1.05,1,1.0769230769230769,0,55,2.41025641025641,1
10520,0.6,24,16,22,0.7215189873417721,5,0.782608695652174,3,0.8,1,22,0.7215189873417721,3
10521,0.8,24,17,15,1.3333333333333333,2,1.105263157894737,2,1.1666666666666667,0,15,1.3333333333333333,2
10522,3.8,24,17,19,1.4523809523809523,5,1.2777777777777777,4,1.3333333333333333,0,19,1.4523809523809523,4
10523,1.25,15,10,0,1.0,1,0.9285714285714286,1,1.1111111111111112,1,0,1.0,1
10524,3.8,15,8,3,0.8846153846153846,2,0.8571428571428571,1,0.875,1,3,0.8846153846153846,1
10525,2.6,23,16,6,0.875,1,0.9523809523809523,0,1.0,1,6,0.875,0
10526,0.8,18,12,5,0.8214285714285714,2,0.8823529411764706,1,0.9090909090909091,1,5,0.8214285714285714,1
